movieskey,trimmed names,moviename,deathcount,deathcomment,release date,budget,domestic gross,worldwide gross
1462,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Prisoner of Azkaban,4,2 birds and 2 bats,6/4/04,130000000,249538952,
1463,Zulu,Zulu,372,"369 people, a cheetah, a gazelle and a cow",12/31/13,16000000,0,
1464,Infamous (2006),Infamous (2006),6,6,#N/A,#N/A,#N/A,
1465,Paranormal Activity 4,Paranormal Activity 4,2,2,10/19/12,5000000,53900335,
1466,American Zombie,American Zombie,2,2,#N/A,#N/A,#N/A,
1467,Apollo 18,Apollo 18,4,3 astronauts and a spider moon rock,9/2/11,5000000,17686929,
1468,Scanners,Scanners,20,20,#N/A,#N/A,#N/A,
1469,Don't Be Afraid of the Dark,Don't Be Afraid of the Dark,3,1 and 2 evil ass fairies,8/26/11,25000000,24046682,
1470,$5 a Day,$5 a Day,1,1,#N/A,#N/A,#N/A,
1471,The Extra Man,The Extra Man,1,1,#N/A,#N/A,453377,
1472,Carrie,Carrie,135,134 and a pig,11/16/76,1800000,35266619,
1474,"Cadaver Christmas, A Cadaver Christmas","Cadaver Christmas, A Cadaver Christmas",24,23 zombies and Sam the ex-cop,#N/A,#N/A,#N/A,
1475,The Lifeguard,The Lifeguard,1,1,#N/A,#N/A,#N/A,
1476,"Perfect Ending, A Perfect Ending","Perfect Ending, A Perfect Ending",1,1,#N/A,#N/A,#N/A,
1478,Body Count,Body Count,7,7,#N/A,#N/A,#N/A,
1479,Iron Man 3,Iron Man 3,62,62 people and 1 exploding plant,5/3/13,200000000,408992272,
1480,Seven Psychopaths,Seven Psychopaths,14,14,10/12/12,13500000,15024049,
1481,Diggers,Diggers,1,1,#N/A,#N/A,#N/A,
1482,The Odd Life of Timothy Green,The Odd Life of Timothy Green,1,1,8/15/12,40000000,51853450,
1483,Chernobyl Diaries,Chernobyl Diaries,6,6,5/25/12,1000000,18119640,
1484,Olympus Has Fallen,Olympus Has Fallen,223,222 and a dog,3/22/13,70000000,98927592,
1485,The Hobbit: An Unexpected Journey,The Hobbit: An Unexpected Journey,308,"13 men, 55 dwarves, 33 orcs, 3 trolls, a stone-giant, 185 goblins, the Goblin King, 16 wargs and a snail",12/14/12,250000000,303003568,
1486,It's a Disaster,It's a Disaster,2,2,#N/A,#N/A,#N/A,
1487,Jolene,Jolene,2,2,#N/A,#N/A,#N/A,
1488,Killing Season,Killing Season,8,8,#N/A,#N/A,#N/A,
1489,Thumbelina,Thumbelina,2,1 fly and 1 frog,#N/A,#N/A,#N/A,
1490,American Hustle,American Hustle,1,1,12/13/13,40000000,150117807,
1491,Weirdsville,Weirdsville,6,5 and a rat,#N/A,#N/A,#N/A,
1492,The Butcher (2007),The Butcher (2007),4,4,#N/A,#N/A,#N/A,
1493,The Woman in Black,The Woman in Black,8,8,2/3/12,15000000,54333290,
1494,Maniac (2012),Maniac (2012),8,8,#N/A,#N/A,#N/A,
1496,Sinister,Sinister,4,3 and a scorpion,10/12/12,3000000,48086903,
1497,The Heat,The Heat,5,5,6/28/13,43000000,159581587,
1498,The Tale of Sweeney Todd,The Tale of Sweeney Todd,4,4,#N/A,#N/A,#N/A,
1499,Meet Bill,Meet Bill,1,1 duck,#N/A,#N/A,#N/A,
1500,Cannibal Holocaust,Cannibal Holocaust,17,"10 natives, 1 soldier, 3 bugs, 2 fish and a muskrat",#N/A,#N/A,#N/A,
1501,High School Hellcats,High School Hellcats,2,2,#N/A,#N/A,#N/A,
1502,Broken City,Broken City,2,2,1/18/13,35000000,19701164,
1503,Redemption,Redemption,10,10,6/28/13,23000000,36686,
1504,The Legend is Born: Ip Man,The Legend is Born: Ip Man,6,5 and an unborn child,#N/A,#N/A,#N/A,
1505,The Lady Vanishes,The Lady Vanishes,6,6,#N/A,#N/A,#N/A,
1506,Thelma & Louise,Thelma & Louise,1,1,#N/A,#N/A,#N/A,
1507,The Details,The Details,4,"1, a fetus, a cat and a racoon",#N/A,#N/A,#N/A,
1508,Office Space,Office Space,2,1 and a fish,2/19/99,10000000,10824921,
1509,The Place Beyond the Pines,The Place Beyond the Pines,1,1,3/29/13,15000000,21403519,
1510,The Rescuers Down Under,The Rescuers Down Under,1,1,#N/A,#N/A,#N/A,
1511,Sunshine Cleaning,Sunshine Cleaning,2,2,3/13/09,5000000,12062558,
1512,Sheriff Tom vs. the Zombies,Sheriff Tom vs. the Zombies,66,17 people and 49 zombies,#N/A,#N/A,#N/A,
1513,Burke & Hare,Burke & Hare,22,18 and 4 horses,#N/A,#N/A,#N/A,
1515,Stash House,Stash House,7,6 and a raccoon,#N/A,#N/A,#N/A,
1516,Little Boy Blue,Little Boy Blue,5,5,#N/A,#N/A,#N/A,
1517,Legends of the Fall,Legends of the Fall,8765,"8,763 people, 1 cow and 1 unidentified animal",12/23/94,30000000,66484854,
1519,The Talented Mr Ripley,The Talented Mr Ripley,5,4 and an unborn child,#N/A,#N/A,#N/A,
1521,King of New York,King of New York,29,29,#N/A,#N/A,#N/A,
1522,ParaNorman,ParaNorman,2,1 and a fly,8/17/12,60000000,56003051,
1523,Veronica Mars,Veronica Mars,2,2,3/14/14,6000000,3322127,
1524,The Watch,The Watch,117,"4 people, a cow, and 112 aliens",7/27/12,55000000,34353000,
1525,The Butcher (2009),The Butcher (2009),35,35,#N/A,#N/A,#N/A,
1526,The Last House on the Left,The Last House on the Left,6,6,3/13/09,15000000,32752215,
1527,Maniac (1980),Maniac (1980),6,6,#N/A,#N/A,#N/A,
1528,Rosemary's Baby,Rosemary's Baby,2,2,#N/A,#N/A,33395426,
1529,Snitch,Snitch,16,16,12/31/12,850000,42930462,
1530,Hansel & Gretel Get Baked,Hansel & Gretel Get Baked,8,6 people and 2 zombies,6/25/13,4500000,0,
1531,Punk Rock Holocaust,Punk Rock Holocaust,2289,"2,288 people and a robot",#N/A,#N/A,#N/A,
1532,Alyce Kills,Alyce Kills,6,6,#N/A,#N/A,#N/A,
1533,Boarding Gate,Boarding Gate,3,3,#N/A,#N/A,#N/A,
1534,Seeking a Friend for the End of the World,Seeking a Friend for the End of the World,3,3,6/22/12,10000000,7078738,
1535,Transformers: Dark of the Moon,Transformers: Dark of the Moon,129069,"129,017 people, 34 Decepticons, 7 Autobots, 10 more robots and a bird",6/29/11,195000000,352390543,
1536,The Seasoning House,The Seasoning House,17,17,#N/A,#N/A,#N/A,
1537,Lee Daniels' The Butler,Lee Daniels' The Butler,6,6,8/16/13,30000000,116632095,
1538,Elysium,Elysium,69,69,8/9/13,120000000,93050117,
1539,Harry Potter and the Goblet of Fire,Harry Potter and the Goblet of Fire,4,3 and a bug,11/18/05,150000000,290013036,
1540,Gravity,Gravity,4,4,10/4/13,110000000,274092705,
1541,The Grand Budapest Hotel,The Grand Budapest Hotel,12,11 and a cat,3/7/14,31000000,59076019,
1542,Mother's Day (2010),Mother's Day (2010),11,11,#N/A,#N/A,#N/A,
1543,Fargo,Fargo,7,7,3/8/96,7000000,24547547,
1544,Tuesdays with Morrie,Tuesdays with Morrie,1,1,#N/A,#N/A,#N/A,
1545,The Purge,The Purge,19,19,6/7/13,3000000,64473115,
1546,Street Trash,Street Trash,13,13,#N/A,#N/A,#N/A,
1547,Snow White and the Huntsman,Snow White and the Huntsman,66,"63, a dwarf, a horse and the Evil Queen",6/1/12,170000000,155136755,
1548,The Witches,The Witches,5,"2 people, 2 witches and the Grand High Witch",#N/A,#N/A,#N/A,
1549,Bad Lieutenant,Bad Lieutenant,1,1,#N/A,#N/A,#N/A,
1550,G.I. Jane,G.I. Jane,15,15,8/22/97,50000000,48154732,
1551,Assault on Precinct 13 (2005),Assault on Precinct 13 (2005),22,22,#N/A,#N/A,#N/A,
1552,Don't Tell Mom the Babysitter's Dead,Don't Tell Mom the Babysitter's Dead,1,1,#N/A,#N/A,#N/A,
1553,Clockers,Clockers,4,4,#N/A,#N/A,#N/A,
1554,Django Unchained,Django Unchained,56,"52 people, 4 horses and 5 motherfuckers",12/25/12,100000000,162805434,
1555,On the Inside,On the Inside,8,8,#N/A,#N/A,#N/A,
1556,Amityville: A New Generation,Amityville: A New Generation,5,5,#N/A,#N/A,#N/A,
1557,Would You Rather,Would You Rather,9,9,#N/A,#N/A,#N/A,
1558,Mud,Mud,5,5,4/26/13,10000000,21590086,
1559,Last Kind Words,Last Kind Words,4,4,#N/A,#N/A,#N/A,
1560,R.I.P.D.,R.I.P.D.,8,8,7/19/13,130000000,33618855,
1561,The Counselor,The Counselor,8,8,10/25/13,25000000,16973715,
1562,Fear,Fear,6,5 and a dog,#N/A,#N/A,#N/A,
1563,"After Fall, Winter","After Fall, Winter",3,3,#N/A,#N/A,#N/A,
1564,Stoker,Stoker,6,5 and a bird,3/1/13,12000000,1703125,
1565,Next,Next,2,2,#N/A,#N/A,#N/A,
1566,Flowers in the Attic (2014),Flowers in the Attic (2014),5,"3, a deer and a mouse",#N/A,#N/A,#N/A,
1567,Code 46,Code 46,2,1 and a fetus,#N/A,#N/A,197148,
1568,Harry Potter and the Order of the Phoenix,Harry Potter and the Order of the Phoenix,1,1,7/11/07,150000000,292004738,
1569,Tromeo and Juliet,Tromeo and Juliet,8,7 and a mouse,#N/A,#N/A,#N/A,
1570,Lucy,Lucy,44,"41, a bug, a fish and a gazelle",7/25/14,40000000,126573960,
1571,Homefront,Homefront,11,11,11/27/13,22000000,20158492,
1572,Choose,Choose,6,6,#N/A,#N/A,#N/A,
1573,Robocop (1987),Robocop (1987),140,139 and 1 ED-209,#N/A,#N/A,#N/A,
1575,Intolerable Cruelty,Intolerable Cruelty,2,2,10/10/03,60000000,35327628,
1576,Joyride,Joyride,2,2,#N/A,#N/A,#N/A,
1577,Shark Week,Shark Week,14,10 and 4 sharks,#N/A,#N/A,#N/A,
1578,Gothic,Gothic,100,A plate full of leeches,#N/A,#N/A,#N/A,
1579,Insidious: Chapter 2,Insidious: Chapter 2,1,1,#N/A,#N/A,#N/A,
1580,Red Water,Red Water,13,"10, 2 sharks and a fish",#N/A,#N/A,#N/A,
1581,Novocaine,Novocaine,2,2,11/16/01,6000000,2025238,
1582,48 Hrs.,48 Hrs.,8,8,#N/A,#N/A,#N/A,
1583,Mutant Species,Mutant Species,20,"18, a bug and Walter the mutant",#N/A,#N/A,#N/A,
1584,The Devil's Carnival,The Devil's Carnival,3,3,#N/A,#N/A,#N/A,
1585,The Wild Bunch,The Wild Bunch,1145,"138, 2 horses, 5 scorpions and 1,000 ants",6/18/69,6000000,509424,
1586,"Se7en, Seven","Se7en, Seven",5,4 and a fetus,#N/A,#N/A,#N/A,
1587,Million Dollar Baby,Million Dollar Baby,1,1,12/15/04,30000000,100422786,
1588,American Beauty,American Beauty,1,1,9/15/99,15000000,130058047,
1589,Once Upon a Time in the West,Once Upon a Time in the West,35,33 and 2 birds,#N/A,#N/A,#N/A,
1590,The Vicious Kind,The Vicious Kind,0,0,#N/A,#N/A,#N/A,
1591,Mr. Popper's Penguins,Mr. Popper's Penguins,0,0,#N/A,#N/A,#N/A,
1592,Intimate Affairs,Intimate Affairs,0,0,#N/A,#N/A,#N/A,
1593,Source Code,Source Code,0,0,4/1/11,32000000,54712227,
1594,Jack Goes Boating,Jack Goes Boating,0,0,#N/A,#N/A,#N/A,
1595,Sharknado,Sharknado,228,"22 people, 205 sharks and a duck",#N/A,#N/A,#N/A,
1596,Starman,Starman,0,0,#N/A,#N/A,#N/A,
1597,Sleeper,Sleeper,0,0,12/17/73,2000000,18344729,
1598,Mr. & Mrs. Smith (1941),Mr. & Mrs. Smith (1941),0,0,#N/A,#N/A,#N/A,
1599,Julie & Jack,Julie & Jack,0,0,#N/A,#N/A,#N/A,
1600,Amanda,Amanda,0,0,#N/A,#N/A,#N/A,
1601,What Dreams May Come,What Dreams May Come,4,4,10/2/98,80000000,55350897,
1602,Gentlemen Broncos,Gentlemen Broncos,0,0,10/30/09,9500000,113682,
1603,"L!fe Happens, Life Happens","L!fe Happens, Life Happens",0,0,#N/A,#N/A,#N/A,
1604,"Tattoo, a Love Story","Tattoo, a Love Story",0,0,#N/A,#N/A,#N/A,
1605,"Jeff, Who Lives at Home, Jeff Who Lives at Home","Jeff, Who Lives at Home, Jeff Who Lives at Home",0,0,#N/A,#N/A,#N/A,
1606,The Babymakers,The Babymakers,0,0,#N/A,#N/A,#N/A,
1607,What's Eating Gilbert Grape,What's Eating Gilbert Grape,3,2 and a grasshopper,12/25/93,11000000,9170214,
1608,Let the Right One In,Let the Right One In,8,8,#N/A,#N/A,#N/A,
1609,Compliance,Compliance,0,0,8/17/12,270000,319285,
1610,Waking Madison,Waking Madison,0,0,#N/A,#N/A,#N/A,
1611,Labyrinth,Labyrinth,0,0,#N/A,#N/A,#N/A,
1612,Cinema Verite,Cinema Verite,0,0,#N/A,#N/A,#N/A,
1613,Moneyball,Moneyball,0,0,9/23/11,50000000,75605492,
1614,Valhalla Rising,Valhalla Rising,16,16,#N/A,#N/A,#N/A,
1615,Lost in Translation,Lost in Translation,0,0,9/12/03,4000000,44585453,
1616,American Loser,American Loser,0,0,#N/A,#N/A,#N/A,
1617,What Doesn't Kill You,What Doesn't Kill You,0,0,#N/A,#N/A,#N/A,
1618,Foolproof,Foolproof,0,0,#N/A,#N/A,230312,
1619,The Last Word (2008),The Last Word (2008),0,0,#N/A,#N/A,#N/A,
1620,Lemony Snicket's A Series of Unfortunate Events,Lemony Snicket's A Series of Unfortunate Events,4,4,12/17/04,100000000,118627117,
1621,The Big Wedding,The Big Wedding,0,0,4/26/13,32500000,21819348,
1622,Eternal Sunshine of the Spotless Mind,Eternal Sunshine of the Spotless Mind,0,0,3/19/04,20000000,34366518,
1623,Juno,Juno,0,0,12/5/07,7000000,143495265,
1624,Freaky Friday,Freaky Friday ,0,0,8/6/03,26000000,110222438,
1625,My Big Fat Greek Wedding,My Big Fat Greek Wedding,0,0,4/19/02,5000000,241438208,
1626,Aladdin,Aladdin,1,1,11/11/92,28000000,208577270,
1627,The Return of Jafar,The Return of Jafar,1,1,#N/A,#N/A,#N/A,
1628,Prozac Nation,Prozac Nation,0,0,#N/A,#N/A,#N/A,
1629,Jumanji,Jumanji,0,0,12/15/95,65000000,100109938,
1630,Go,Go,0,0,#N/A,#N/A,#N/A,
1631,God Bless America,God Bless America ,31,31,#N/A,#N/A,#N/A,
1632,The Birdcage,The Birdcage,0,0,#N/A,#N/A,#N/A,
1633,Desert Hearts,Desert Hearts,0,0,#N/A,#N/A,#N/A,
1634,It,It,9,8 and Pennywise,#N/A,#N/A,#N/A,
1635,Serpico,Serpico,0,0,#N/A,#N/A,#N/A,
1636,Next Stop Wonderland,Next Stop Wonderland,0,0,#N/A,#N/A,#N/A,
1637,Trance,Trance,5,5,12/31/10,950000,2322593,
1638,Killing Them Softly,Killing Them Softly,3,3,11/30/12,15000000,14945541,
1639,Mr. Nobody,Mr. Nobody,0,0,#N/A,#N/A,#N/A,
1640,Barry Munday,Barry Munday,0,0,10/1/10,3000000,0,
1641,Now You See Me,Now You See Me,0,0,5/31/13,75000000,117723989,
1642,Bullet to the Head,Bullet to the Head,33,33,2/1/13,55000000,9489829,
1643,The Giant Mechanical Man,The Giant Mechanical Man,0,0,#N/A,#N/A,#N/A,
1644,Dream a Little Dream,Dream a Little Dream,0,0,#N/A,#N/A,#N/A,
1645,The Vow,The Vow,0,0,2/10/12,30000000,125014030,
1646,The Prophecy,The Prophecy,6,4 people and 2 angels,#N/A,#N/A,#N/A,
1648,The Breakfast Club,The Breakfast Club,0,0,#N/A,#N/A,#N/A,
1649,Goats,Goats,0,0,#N/A,#N/A,#N/A,
1650,The Prophecy 3: The Ascent,The Prophecy 3: The Ascent,4,2 people and 2 angels,#N/A,#N/A,#N/A,
1651,Saved!,Saved!,0,0,5/28/04,5000000,8886160,
1652,The Prophecy: Uprising,The Prophecy: Uprising,18,18,#N/A,#N/A,#N/A,
1653,The Prophecy: Forsaken,The Prophecy: Forsaken,2,2,#N/A,#N/A,#N/A,
1654,Wag the Dog,Wag the Dog,4,4,12/25/97,15000000,43022524,
1655,The Holiday,The Holiday,0,0,12/8/06,85000000,63224849,
1656,Wreckage,Wreckage,8,7 and a dog,#N/A,#N/A,#N/A,
1657,Hitch,Hitch,0,0,2/11/05,55000000,177784257,
1658,Die,Die,6,6,#N/A,#N/A,#N/A,
1659,Mirror Mirror,Mirror Mirror,0,0,3/30/12,85000000,64935167,
1660,Dark Nature,Dark Nature,13,"9, a pheasant and 3 rabbits",#N/A,#N/A,#N/A,
1661,The Pill,The Pill,0,0,#N/A,#N/A,#N/A,
1662,Big Fish,Big Fish,1,1,12/10/03,70000000,66432867,
1663,"Me, Myself & Irene","Me, Myself & Irene",1,1,6/23/00,51000000,90570999,
1664,Sexting,Sexting,0,0,#N/A,#N/A,#N/A,
1665,We Need to Talk About Kevin,We Need to Talk About Kevin,5,4 and a guinea pig,12/9/11,7000000,1738692,
1666,The Best Exotic Marigold Hotel,The Best Exotic Marigold Hotel,1,1,5/4/12,10000000,46383639,
1667,August: Osage County,August: Osage County,1,1,12/25/13,25000000,37738810,
1668,Won't Back Down,Won't Back Down,0,0,9/28/12,19000000,5310554,
1669,The Internship,The Internship,0,0,6/7/13,58000000,44672764,
1670,Out of the Furnace,Out of the Furnace,8, 7 and a deer,12/4/13,22000000,11330849,
1671,12 Angry Men,12 Angry Men,0,0,4/13/57,340000,0,
1672,Camille,Camille,3,2 and a blue horse,#N/A,#N/A,#N/A,
1673,Take This Waltz,Take This Waltz,0,0,#N/A,#N/A,#N/A,
1674,Misery,Misery,2,2,#N/A,#N/A,#N/A,
1675,Scary Movie 2,Scary Movie 2,5,5,7/4/01,45000000,71277420,
1676,The Princess Bride,The Princess Bride,0,0,9/25/87,15000000,30857000,
1677,Scary Movie 3,Scary Movie 3,15,12 and 3 aliens,10/24/03,45000000,110000082,
1678,Silver Linings Playbook,Silver Linings Playbook,0,0,11/16/12,21000000,132092958,
1679,Scary Movie 4,Scary Movie 4,21,21,4/14/06,40000000,90710620,
1680,Admission,Admission,0,0,3/22/13,13000000,18007317,
1681,Scary Movie 5,Scary Movie 5,3,"1, a chicken and a bird",#N/A,#N/A,#N/A,
1682,Now and Then,Now and Then,0,0,#N/A,#N/A,#N/A,
1683,Scream 3,Scream 3,10,10,2/4/00,40000000,89138076,
1684,The Kitchen,The Kitchen,0,0,#N/A,#N/A,#N/A,
1685,Minority Report,Minority Report,3,3,6/21/02,102000000,132024714,
1686,Ghost Dad,Ghost Dad,0,0,#N/A,#N/A,#N/A,
1687,Scream 4,Scream 4,12,12,4/15/11,40000000,38180928,
1688,Children of the Corn II: The Final Sacrifice,Children of the Corn II: The Final Sacrifice,29,28 and a cat,#N/A,#N/A,#N/A,
1689,Children of the Corn III: Urban Harvest,Children of the Corn III: Urban Harvest,20,"18, a bug and a corn monster",#N/A,#N/A,#N/A,
1690,Children of the Corn IV: The Gathering,Children of the Corn IV: The Gathering,8,7 and a cricket,#N/A,#N/A,#N/A,
1691,Children of the Corn V: Fields of Terror,Children of the Corn V: Fields of Terror,18,18 and a fire monster,#N/A,#N/A,#N/A,
1692,Children of the Corn 666: Isaac's Return,Children of the Corn 666: Isaac's Return,8,7 and a bug,#N/A,#N/A,#N/A,
1693,Children of the Corn: Revelation,Children of the Corn: Revelation,19,19,#N/A,#N/A,#N/A,
1694,Children of the Corn: Genesis,Children of the Corn: Genesis,3,3,#N/A,#N/A,#N/A,
1695,Children of the Corn (2009),Children of the Corn (2009),10,9 and a pig,#N/A,#N/A,#N/A,
1696,The Truman Show,The Truman Show,0,0,6/5/98,60000000,125466701,
1697,Dick Tracy (1990),Dick Tracy (1990),29,29,#N/A,#N/A,#N/A,
1698,Mean Streets,Mean Streets,1,1,#N/A,#N/A,#N/A,
1699,What Planet Are You From?,What Planet Are You From?,2,2,3/3/00,50000000,6291602,
1700,Mallrats,Mallrats,0,0,10/20/95,6100000,2028211,
1701,Airport (1970),Airport (1970),1,1,#N/A,#N/A,#N/A,
1702,Gone Girl,Gone Girl,1,1,10/3/14,61000000,167767189,
1703,Finder's Fee,Finder's Fee,0,0,#N/A,#N/A,#N/A,
1704,After Earth,After Earth,51,"21, 20 monkeys, 7 giant bird babies, 1 cave rat (eaten by a flying snake!), 1 giant bird and 1 URSA",5/31/13,130000000,60522097,
1705,Hedwig and the Angry Inch,Hedwig and the Angry Inch,0,0,7/20/01,6000000,3067312,
1706,The Monuments Men,The Monuments Men,5,5,2/7/14,70000000,78031620,
1707,Beyond the Time Barrier,Beyond the Time Barrier,27,25 and 2 mutants,#N/A,#N/A,#N/A,
1708,13 Going on 30,13 Going on 30,0,0,4/23/04,30000000,57139723,
1709,Night of the Demons 2,Night of the Demons 2,9,8 people and a demon,#N/A,#N/A,#N/A,
1710,The Rescuers,The Rescuers,0,0,#N/A,#N/A,#N/A,
1711,The Croods,The Croods,23,"17, a ram bird egg, a land whale, a mammoth, a scorpion, a bird crocodile and a giant flying bug",10/1/12,135000000,187168425,
1712,Rocky III,Rocky III,1,1,#N/A,#N/A,#N/A,
1713,DeepStar Six,DeepStar Six,10,9 people and 1 giant ugly sea creature,#N/A,#N/A,#N/A,
1714,Bringing Up Bobby,Bringing Up Bobby,0,0,#N/A,#N/A,#N/A,
1715,Titus,Titus,12,11 and a fly,#N/A,#N/A,#N/A,
1716,Robin Hood (1973),Robin Hood (1973),0,0,#N/A,#N/A,#N/A,
1717,Apollo 13,Apollo 13,3,3,6/30/95,65000000,172036360,
1718,The Guilt Trip,The Guilt Trip,0,0,12/19/12,40000000,37134215,
1719,Interstellar,Interstellar,6,6,11/5/14,165000000,188017894,
1720,Her,Her,0,0,12/18/13,23000000,25568251,
1721,Fear and Loathing in Las Vegas,Fear and Loathing in Las Vegas,1,1 bat,5/22/98,18500000,10562387,
1722,"Honey, I Shrunk the Kids","Honey, I Shrunk the Kids",1,1 ant,#N/A,#N/A,#N/A,
1723,Edge of Tomorrow,Edge of Tomorrow,0,0,6/6/14,178000000,100206256,
1724,Dead Poets Society,Dead Poets Society,1,1,6/2/89,16400000,94326915,
1725,Dallas Buyers Club,Dallas Buyers Club,1,1,11/1/13,5000000,27298285,
1726,Safe House,Safe House,27,27,2/10/12,85000000,126181630,
1727,Assault on Wall Street,Assault on Wall Street,37,37,#N/A,#N/A,#N/A,
1728,The Switch,The Switch,10,A headful of lice,8/20/10,19000000,27758465,
1729,Scrooged,Scrooged,2,2,11/23/88,32000000,59450353,
1730,Don Jon,Don Jon,0,0,9/27/13,5500000,24477704,
1731,Philadelphia,Philadelphia,1,1,12/22/93,26000000,76512063,
1732,Little Miss Sunshine,Little Miss Sunshine,1,1,7/26/06,8000000,59891098,
1733,Pirate Radio,Pirate Radio,0,0,#N/A,#N/A,#N/A,
1734,New Year's Eve,New Year's Eve,1,1,12/9/11,26000000,54544638,
1735,The Hot Flashes,The Hot Flashes,0,0,#N/A,#N/A,#N/A,
1736,October Sky,October Sky,1,1,#N/A,#N/A,#N/A,
1737,White Reindeer,White Reindeer,1,1,#N/A,#N/A,#N/A,
1738,Carrie (2013),Carrie (2013),17,16 and a pig,#N/A,#N/A,#N/A,
1739,Jack Ryan: Shadow Recruit,Jack Ryan: Shadow Recruit,14,14,1/17/14,60000000,50577412,
1740,Paranormal Activity: The Marked Ones,Paranormal Activity: The Marked Ones,7,7,1/3/14,5000000,32462372,
1741,Filth,Filth,2,2,#N/A,#N/A,#N/A,
1742,Divergent,Divergent,31,31,3/21/14,85000000,150947895,
1743,25th Hour,25th Hour,0,0,12/19/02,4500000,13084595,
1744,Sleeping Beauty,Sleeping Beauty,1,1,#N/A,#N/A,#N/A,
1745,The Little Mermaid: Ariel's Beginning,The Little Mermaid: Ariel's Beginning,1,1,#N/A,#N/A,#N/A,
1746,The Five-Year Engagement,The Five-Year Engagement,4,4,4/27/12,30000000,28700285,
1747,It Runs in the Family,It Runs in the Family ,47,47 fish,#N/A,#N/A,#N/A,
1748,Popcorn,Popcorn,7,7,#N/A,#N/A,#N/A,
1749,Prince Avalanche,Prince Avalanche ,4,3 fish and a squirrel,#N/A,#N/A,#N/A,
1750,The Normal Heart,The Normal Heart,4,4,#N/A,#N/A,#N/A,
1751,Love Sick Love,Love Sick Love,2,2,#N/A,#N/A,#N/A,
1752,See Girl Run,See Girl Run,0,0,#N/A,#N/A,#N/A,
1753,Bernie,Bernie,1,1,4/27/12,6000000,9204489,
1754,The Game,The Game,1,1,9/12/97,50000000,48265581,
1755,Let Go,Let Go,0,0,#N/A,#N/A,#N/A,
1756,Falcon Rising,Falcon Rising,34,34,9/4/14,4500000,11774,
1757,Identity Thief,Identity Thief,0,0,2/8/13,35000000,134506920,
1758,The Chronicles of Riddick,The Chronicles of Riddick,2000177,"80 humans, 96 Necromongers (aka Monger Lords), 1 quasi dead and a planet",6/11/04,120000000,57712751,
1759,Riddick,Riddick,63,"9 humans, 3 Necromongers (aka Monger Lords), 1 alien bird, 2 alien jackals, 4 alien eels, 42 mud demons and 2 mud demon babies",9/6/13,38000000,42025135,
1760,Red Dragon,Red Dragon,4,4,10/4/02,78000000,92955420,
1761,Flight,Flight,6,6,11/2/12,31000000,93772375,
1762,The Call,The Call,2,2,3/15/13,12800000,51872378,
1763,Where the Wild Things Are,Where the Wild Things Are,0,0,10/16/09,100000000,77233467,
1764,The Glass House,The Glass House,7,7,9/14/01,22000000,17951431,
1765,The Interview,The Interview,30,29 and a tiger,2/6/14,44000000,6105175,
1766,Girl Most Likely,Girl Most Likely,0,0,#N/A,#N/A,#N/A,
1768,Forces of Nature,Forces of Nature,1,1 seagull,#N/A,#N/A,#N/A,
1767,The Yards,The Yards,2,2,10/20/00,20000000,882710,
1769,Under the Tuscan Sun,Under the Tuscan Sun,1,1 scorpion and a washing machine,9/26/03,18000000,43601508,
1770,Chef,Chef,0,0,#N/A,#N/A,#N/A,
1771,Karla,Karla,3,3,#N/A,#N/A,#N/A,
1772,Oculus,Oculus,4,4,4/11/14,5000000,27695246,
1773,Phantoms,Phantoms,9,8 and a dog,#N/A,#N/A,#N/A,
1774,Mental,Mental,0,0,#N/A,#N/A,#N/A,
1775,Winter's Tale,Winter's Tale,19,19,2/14/14,60000000,12600231,
1776,Birdman,Birdman,0,0,#N/A,#N/A,#N/A,
1777,Jay and Silent Bob Strike Back,Jay and Silent Bob Strike Back,1,1,8/24/01,22000000,30059386,
1778,A Knight's Tale,A Knight's Tale,1,1,#N/A,#N/A,#N/A,
1779,Full Metal Jacket,Full Metal Jacket,29862,"29,862",#N/A,#N/A,#N/A,
1780,Hamlet (1996),Hamlet (1996),11,11,#N/A,#N/A,#N/A,
1781,Good Will Hunting,Good Will Hunting,0,0,12/5/97,10000000,138339411,
1826,The Uninvited (2009),The Uninvited (2009),0,0,#N/A,#N/A,#N/A,
1782,Stake Land,Stake Land,43,"20 people, 20 vampires, a forest animal, a baby and a fetus",4/22/11,4000000,33245,
1783,All the Boys Love Mandy Lane,All the Boys Love Mandy Lane,8,7 and a bull,10/11/13,750000,0,
1784,Texas Chainsaw 3D,Texas Chainsaw 3D ,14,14,1/4/13,20000000,34341945,
1785,The Pursuit of Happyness,The Pursuit of Happyness,0,0,12/15/06,55000000,162586036,
1786,Cowboys & Aliens,Cowboys & Aliens,130,"35 people, 11 horses, 44 cows and 40 aliens",#N/A,#N/A,#N/A,
1787,Better Living Through Chemistry,Better Living Through Chemistry,1,1,#N/A,#N/A,#N/A,
1788,Nymphomaniac: Volume 1,Nymphomaniac: Volume 1,1,1,#N/A,#N/A,#N/A,
1789,Once Upon a Time in America,Once Upon a Time in America,11,11,6/1/84,30000000,5321508,
1790,Draft Day,Draft Day,0,0,4/11/14,25000000,28842237,
1791,Tarzan,Tarzan,12,"3 people, 1 gorilla, 1 gorilla baby, 1 leopard and 6 bugs",6/16/99,145000000,171091819,
